review,task
Why did you discontinue support for earlier IOSs?,PD
"In theory, it's great, but once a PDF is selected, it can be impossible to close it. I've resorted to relentlessly typing on my screen, so some magic will show the tools that the PDF just sits there. Really more effective to go through a browser? Irritating!",PD
This latest update has done nothing to prevent crashes,PD
Was just about to trust this app until 7 update Finish work for all practical purposesBe on the lookout for patches and publish an updated report I really wanted this app to be effective You have some stupid new procedures to sell Post-it Notes Not!,PD
"I'm glad I didn't pay the $10 for this app. Every time I try to load it, it crashes. There's a 50-50 chance that I'll get notifications. I got the app so I know about warnings and to protect my family. I wouldn't recommend this app unless they fix all these problems. I want something that works all the time, not half the time.",PD
"Thanks, Dropbox Here I was, thought Dropbox is one of the biggest inventions since Slice Bread An Update, and I can't access my files or photos on my Gen 3 IPad I know it's Presidents' Day weekend, but can anyone please fix that? Maybe enjoying time with the family for sure would be nice to share pictures with them",PD
Why is it only now available for iOS 7? Not exactly fair for people who want to run it on older devices or don't want to downgrade it to clumsy iOS 7.,PD
I can't open the damn app,PD
"All my settings are activated and yet the phone does not inform me of the relevant information I have inserted, and the iPad version provides better updates.",PD
I have been trying to get information about TA and all I see is this statement that the review has been removed What is there? At this rate TA is useless to me,PD
"I went in and created a playlist, I disabled the group podcast button so it was included in my list of podcasts so I could create playlists like NEWS, TECH, etc.... it worked for the FIRST playlist I created, now it doesn't work for everyone else, it ONLY allows you to select ALL podcasts... very strange. Please fix it. The ""GROUP by PODCAST"" button is dead now after I successfully created ONE playlist.... I uninstalled, reinstalled, restarted my iPhone, etc. Please help... a great program otherwise. I only have a lot of podcasts and need to be able to group them... the fixed video app of the iPhone does that for me... but I really want to use your program compared to the iPhone app.... please advise.",PD
"The layout is very clean, but it fails to load editing settings or feedback components. It has potential, but is still flawed.",PD
"I liked the upgrade to pdfs (divisions and search) very much, but they are no longer displayed. Fix it and it will perfectBest wishes",PD
"As the new update freezes Dropbox and spaces when viewing files, it has never before been nerving with the old osReally to what was a good productHope the powers that are read this and provide a much needed fix",PD
"My husband loved this game. I updated it when I was in competition, he didn't. If I can't reset, I can't move forward.",PD
Bad (((Need updates for Android! WA so lame in Androids ((Fix it!,PD
"I give the NFL '12 v3 update three stars, largely because it's an improvement over the previous version, the in-game display is better organized, and the ""scores"" page is far superior to the previous version in many ways: you can now see all the games of the current week on one screen instead of scrolling through a list. After a modest period of use, the app appears much more stable, but in many ways it still needs to work. The scoring summary is gone (as far as I can tell); I often found this helpful when watching games that I don't follow from game to game. ""Team leaders"" seem to be limited to only one QB (passed), 1 player rushes, and 2 receivers, with no obvious ability to scroll through players or draw a full listing. Especially during preseason games when teams are running through multiple personnel packages, this is very frustrating - there is no way (for example) to compare the passing stats of the 2 or 3 QBs if I have a bigger problem on Thursday, which is not a major one for Dalati.",PD
Always loved Dropbox Reliable and handy Latest version has menu issues Cannot be uploaded Please fix! Thanks!,PD
I have had this app for a month and every day I try to use it and it freezes at the first touch. So sad... Wants it to work so badly... I can't bring myself to delete it!,PD
"It does a bad job to keep the stars in mind, so I wait a long time until an MP3 is buffered, I ""stare"" it so I don't have to wait next time, but next time it often has to be buffered again!",PD
"I wish someone had warned me before......... no spell check for Android, not even the paid version.",PD
Frequently crashes and does not allow local storage of personal notes that are automatically stored on excruciatingly slow Evernote servers Personal notes and passwords have already been compromised by hackers.,PD
Did not work on my new iPhone 5s Only showed sliding logos,PD
"This app has never been installed correctly, I see the iconNevertheless, it always appears in the App Store under UpdatesIt always says, InstallingI can't update it, can't delete it, can't usOnly app I've ever seen that ZERO makes stars! What a joke!",PD
Can not edit pdf: - (I just want to write something in pdf. But I can not.,PD
"I get a pop-up about push notifications and when I press ok, it pops up again and makes it completely inoperable. I've tried to change all push notification options, but it doesn't fix it!",PD
"It's fine if you want to search, but it's terrible to have me post it all. It stays frozen when I log in and I have to close the app.",PD
Hangs up several points in the interface. Way too buggy to be usable.,PD
"Please fix it, it's the most used feature for me",PD
"Every time I try to pick a seat, it doesn't get loaded.",PD
This app was amazing until the last update. It says I'm in offline mode even though I'm connected to Wifi and all the other apps and the internet work on my iPhone. I can't access anything in the app and there seems to be no solution.,PD
Spent many hours successfully transporting images site then frozen when I needed to export All images are locked and frozen I keep trying to revisit the app page again without success,PD
"Only solution isDelete and re-download app. Then it freezes again at camera start...! Passed last month.Please fix it, then I willingly give all five stars...!",PD
"""Attic"" is synonymous with ""noggin,"" but not vice versa.",PD
Constant freezing at startup becomes useless considering other apps,PD
It's really slow and it always goes wrong when I try to delete a jam or something and I can't figure out how to delete pictures or make new albums.,PD
"Since the last update, the app keeps crashing, I need my notes!",PD
"UrrrrmAfter my third re-installation, it finally has scenery. Before, it was just black shapes everywhere. I couldn't even see the walls. It killed my internet because it's a very big game that takes half an hour to install - if you don't like the game, you don't have a chance to get a refund. Once I finally got the right game, it's very pretty with smooth graphics, a fantastic soundtrack and some of the best scenes I've ever seen on my tablet. In the next update, I want to see the right rate for the first time, the chance to get a refund and free roam! Free roam was the best part of the old games, I'd love to have it on my tablet! Thanks?",PD
The app has been incredibly flawed since the last update Cannot trust using it on iPhone (desktop and iPad only),PD
"Apart from the occasional crash, this is an amazing product with a lot of potential, depending on how you work with it!",PD
"What happened? I used to rely on Dropbox to transfer files from my iPad to my computer. Camera upload still works, but that's it. You need to fix this app!!!!!",PD
It needs an update where you can post a new chapter of your story and upload a cover for the story! >: 0And it keeps crashing!,PD
How about an English version?,PD
"Good as an editor, but a bit slower Yes! It's good, but a bit slow",PD
Great!! Need more country backgrounds and borders... Need more country backgrounds and borders..,PD
"It always crashes when looking for POIs, so I upgraded to 3.1.4 and it still crashes, maybe more often. Really frustrating that this is not better coded, it could be a very useful app. At least it was cheap.",PD
"I love Evernote and use it everywhere and on different devices (iOS and desktop) I used to love the simplicity of the web interface, but the new one seems too cumbersome to me and I had some really strange problems where it overwrote my notes Overall I would rate the environment 45.",PD
"I just installed on my 3Gs and it took ages to load.. Now that I tap it, it's just a blank white screen.. I'm pissed off",PD
Does not work at all. Do you mean.99 or an app that works?,PD
CrashCrashCrashCrashGet it!!!!,PD
The update has been installed for one week,PD
It overwrites my notes with outdated versions Complaints about synchronization problems with the iOS 7 update are obvious Stay with the iOS6 version if possible!,PD
"Don't save progress online Great game, except that it doesn't save my progress in online mode. I'm smashing fools and I'm still stuck in 11th place.",PD
"This app serves its purpose perfectly for me, except that the mobile deposit won't work. It keeps saying that it can't find confirmation.",PD
"This app doesn't work. It's terrible. Shows you what happens when media companies block their content. I have Time Warner and should be able to watch. Whenever I choose my provider, nothing happens. It then crashes. Really bad work by everyone involved here. Rubbish.",PD
"Dropbox no longer accepts files from my iPad since the last iOS update. Before this issue, the app actually worked and was a simple five-star app.",PD
Crashes after the update,PD
"Looks like it's a great app, but it only downloads grades for 1 grade... hmmm. For me, it's pretty useless at the moment. I'm extremely disappointed because the website on my iPhone is hard to use, this app has too many connection problems & it's too slow. I'm going to use the crappy website until this app gives me something useful to see. I'll try again later: (",PD
Constant crashes in iOS 7 8 crashes in 30 minutes Evernote not really ready for new iOS,PD
Will not let me view my excel spread sheets from my iPhone Please fix it other than that love the app,PD
I love it even though it keeps freezing,PD
"The iPhone app needs the important topic of ""forwarding by e-mail""",PD
"Was I the only one who ever reported this issue?? Since I downloaded the latest update, the app on my iPad continues to display a pop-up warning message, I click OK and it pops right back up! I have turned off all warnings for the app and am in touch with Apple Support. We have reset to default mode, the app has reloaded and still the problem is so annoying.",PD
"It worked without any problems and now I can't even open the app!! I'm not happy about that at all!! Please fix it!!! I even deleted the app and downloaded it again but it still doesn't open, which is very frustrating because this is a great app when it actually works!!",PD
"I have so many apps on my iPhone and this is the worst I've ever used! It deletes messages I don't delete, doesn't send messages I send, and doesn't even save my favorites when I click on them to save them! Really terrible. I really hope you will upgrade and soon, because it makes no sense for me to be on the site...",PD
Since the update it is no longer backed up to Dropbox,PD
"Nice app, I enjoy it, but my kids have more fun. I wish they had more masculine stuff. Until then I give it 4 stars",PD
"5 Excellent, but a little slow running",PD
"I want the old version, this one has no way to share my files via facebook message, please bring back the previous version or fix it!!!!",PD
"Unable to log on to my iPad 3, tells me my password is incorrect.",PD
"Very funny, but the server is apparently not that big for all users. My app keeps getting errors when I try to open it and play where I can't with other games.",PD
I will give this app a much higher rating when you fix the Larimer County Fire and EMS...,PD
"152 UpdateWhat happened to this app? The people I follow don't work properly, the pictures disappear and nothing happens when it is updated! So far everything has been fine.",PD
"Brilliant app, but crashes on iPad and iPhone",PD
"I am very disappointed that I cannot open most Excel files anymore! Repeated attempts work occasionally, but it should work every time!",PD
"The app is fine, but the one thing (and really the only thing you need it for) doesn't work. I tried to pay an invoice with the credit card that was already in the file, and after a few minutes of ""beach ball,"" the app froze. I had to go to the website to pay my bill.",PD
"Very aggravating! First, the game would not load, only the spinner is loading. Now, the game is loading for 1 game, then when you try to play again.... black screen, the spinner is loading! Money waste! Please fix it!!",PD
"I don't like the update of the newsfeed, I don't want to see in which boards my pins are put, I prefer the old feed",PD
Become very unstable and not supported to my devicesNow one day there is a big problem for my HTC Desire V device when someone or a group is texting me in Marathi language or in more smiley language used in this message that the time whatsapp is closed directly and suddenly come back to the home screen and never open it,PD
Why has it been updated?? It has logged me out and now it has taken all my books. I also have not found how to buy books. Where is the store!?!? I need help...,PD
"Can't even choose a flight date anymore!! Don't waste your time here. Sheesh, why don't you charge more for your baggage so you can hire a programmer!",PD
It says error when collecting calls and doesn't let me update anything that needs fixing,PD
"UPDATE 22113 New UpdateSame problem Installed update and frozen I can access via the ""Open"" option on the Dropbox App Store page, but not via the Dropbox icon on the phone page that I have deleted and reinstalled - same as what I run on the latest iOS for iPhone 4 Please fix",PD
"After this latest update, I can't access my account on my iPhone or iPad, there's a wrong password there!!! What a crazy joke of an update! Do you even test before you send these updates or what?",PD
"I love the organization, the features and the style, but the mistakes make it impossible to use it. The app is not worth the money until the bugs are fixed.",PD
I can't even install it. I'm now without my navigation system. That's the worst thing. Hurry and fix it and I'll turn it into a 4 star hotel.,PD
"Seriously, why didn't I select all the features that are no longer available for everything?! (For most Apple apps) If I need to upload 500 images, I need to check those 500 images individually!?!",PD
"Overall, the app is great! It would be nice if you could pin posts to your page from the app. Otherwise, you can't do it if you're mobile. Fix it and you'll get five stars!",PD
"The Evernote desktop version has effectively ruined my Windows 7 computer and brought my MS Office program to a standstill, especially in terms of prospects. I am still trying to repair the effects of this program.",PD
"Album function needs to be improvedCurrent version opens all sorts of folders that contain cache files that can be selected from the settings to avoid unnecessary browsing, resulting in low productivity.",PD
Must be less crazy,PD
"Great app Occasionally freezes or has loading & pinning errors I also had trouble updating feed at certain times, but otherwise great app",PD
"bought the app, worked well the first time, now it only opens with the home page, does nothing else, disappointed",PD
"s a bit slow! I hope whatsapp fixes this problem! I know they are too busy, but they need to take their time for us!",PD
It seems that Evernote did not understand the spirit of iOS 7. The design seems to be flat for reasons of flatness. Usability has been thrown out the door. It is very confusing to use the app.,PD
Do not display or even suggest localized areas,PD
"I loved this app. I used it all the time, but after the update it doesn't connect and it often crashes. What's wrong with it?",PD
The effects are really cool. Nothing like Instagram. But the app crashes every time I try to save. Needs fixing.,PD
"Sometimes the files open for a few seconds and then a gray screen appears. Most of the time I only get the gray screen. The gray screen has the filename, ""Office Open XML Spreadsheet"" and the filesizeMy tables are simple (no macros) and small. I have tried to create new tables and have the same problem. Web research shows that others have the same problem but no fixes have worked for me. I am on the latest iOS 704 and the latest version of Dropbox 301Chat with Apple support says it is a DropBox problem.",PD
"I hear it a lot, but it will switch off from time to time for no apparent reason. If it switches off, it repeats previous transmissions. I want more APD and less fire and ambulance. Great app!",PD
The latest version seems to have stopped playing my videos.,PD
Why did you remove the open in option for music files? I used to be able to do this with my sound files Why??,PD
"I love the app, but it's annoying because when I use the pre-made hats, they come out half way and the middle half of the hat is gone, so I can't easily do what I want.",PD
"The last revision (as of January 10, 2013) loops endlessly when you try to upload a 411 KB file.",PD
"DisapointedDeveloper pls optimize it for Galaxy Grand Duo., and hope that in modern battle 5 its comopatible with this Grand Duo too., not all can buy High n phones all the time. Im really a fan of Modern Combat. Pls update and optimize them and il giv 5 stars",PD
"I bought this app and the entire workout kit for $60. The app didn't work properly, so I deleted it and reinstalled it. Now she wants me to pay another $60 to download the workouts again. I contacted the manufacturer twice and didn't respond to my emails.",PD
"I install Dropbox yesterday When I launch the app, the ""App Wants Your Location"" dialog box appears in an endless loop",PD
"It was great until it was apparently updated on the 27th, and now every time I try to use it, I get a message that it is no longer working and it will inevitably close! Please fix it!",PD
Bookmarks don't work. Put a bookmark on your favorite pharmacy and it will take you to another random location. The overall performance is faulty and crashes.,PD
"I love having my corner on my iPad and I love having so many books with me all the time, but sometimes I wish I could get certain books that they don't have.",PD
The upgrade keeps crashing and I can't even get it to work!!!!,PD
"I love this app, which uses it for a long time of the year, works great, but started showing false stars even after I adjusted it with the moon.",PD
The only thing is that my app crashes every time I try to select information for a planet. Maybe it's because the brand new iOS 4 needs ONE UPDATE!!!,PD
"I love pinning! I love Pintrest and this app allows me to use it anywhere. The only problem I had is that if I turn my phone sideways, the screen gets messed up and I have to get out of the repair!",PD
"Even though I'm an avid pinner, this app keeps getting me out of my pinning time, so my search has to start all over again. It's very irritating, and it also slows down a ton when I open another board next to my own. Please fix these problems! I want more pins!",PD
Since the update I can no longer open links or images by e-mail.,PD
"Every time I log into my TripAdvisor account via Facebook on my iPod Touch, it crashes, I can only log in via my Facebook, but it won't let me in. This glitch needs to be fixed",PD
"Music takes 15 seconds to load after you select a song (whether I'm on Verizon LTE or Wifi), it doesn't automatically play the next song, but you need to open the app, go back and select the next song in the folder. You can't even press the ""next"" button to skip tracks Please fix these issues in the next update!",PD
"We enjoy this app when you're traveling and ready to eat, this is a great app to find a good place. We've found some really good restaurants that we didn't know a map that takes you there would help, too. A little problem I have is that if you ask what's near you, or if you use a filter, not everything pops up. An example is that I tried to find information about a brewery near our motel. It didn't appear on the map and when I asked for pubs near my current location, it didn't appear in the search, but when I searched by name, there were the pubs and reviews.",PD
"When this app worked, I gave it 4 stars But shortly after I had it, I got several bugs about the inability to synchronize and then I couldn't open all my notes And now it's said, difficulty accessing the evernote server By the way, the solution for this 1 (after I tried to reinstall and restart) is to log in with usernames instead of email (or vice versa) But annoying is that this happens at all. If it works for you, this is a pretty good app that helps you write down all these notes and send yourself in one place by email.",PD
"It freezes almost every day, but not before I have finished a post. For that reason alone, I continue to use it. Unfortunately, it limits my access to parts of the forum that are very useful to me. I can't browse the forum at all. I can't see who started a thread, I can't see autosignatures and I can't use emoticons. Some of my browser shortcuts aren't available. Tapatalk doesn't offer nearly the full browsing experience, but it works and that's enough now.",PD
Give me an error the first time after uploading check images. App crashed the second time when uploading check images.,PD
"Most hotel reviews, especially of bad hotels, are fake and are most likely posted by staff. Note that a negative review is inevitably followed by several glowing reviews, and since TripAdvisor is paid by the hotels listed on this page, negative reviews are removed under pressure from the hotel.",PD
BetterEm with Samsung Galaxy s 4 ad I face a problem when I update what appplz fix it,PD
"Evernote is an excellent and indispensable service in my life I am lucky to be a premium subscriber However, the mobile app seems to be getting worse and worse The latest version is clunky and flawed Not to mention that ""announcements,"" which are essentially advertising, are now occupying the app's main real estate If there was a premium subscription that would allow me to hide them and focus on my work, I would subscribe to them! I love the photo feature I use daily In the latest app iteration, however, this feature causes a crash arg! I am an Evernote evangelist, but I honestly wouldn't recommend this mobile app??? ORIGINAL REVIEWThanks for your hard work Happy to be a premium subscriberOnly suggestion add ability to copy note links?",PD
"None of my photos get uploaded, even though they've been uploaded to Dropbox for months. Since the update, none of my photos have appeared in Dropbox. It's just a white box app that won't help me if it doesn't load my photos.",PD
"I like Trip Advisor, but its app is slow and feels buggyIf you have the patience to navigate through its, er, ""quirks,"" then you can get to its good information",PD
"What the hell? Love the program BUT since you added the ""share this pin"" option, I have received spam that my friends did not send My account has also been hacked How about a solution???",PD
Version 30 updated automatically today and now my photos are not uploaded Luckily my SkyDrive has added an upload feature,PD
"Once you have edited the photos on the iPad, there is no way to move them to the iPhoto app on a Mac. They do not update on the Mac. Please fix this.",PD
"I like this game very much, play all the time can not lie down... but there is a problem that lags game can you please fix. Thank you",PD
NOFix the comments!,PD
Can't even upload a file from pages,PD
I loved SoundHound before the last update. Now I can't see my story anymore. I tried it several times and after 30 minutes waiting for the download I just give up. Back to using Shazam. I hope this will be fixed.,PD
Easily installed update and it is now unusable because it crashes on startup in 100% of cases,PD
"I have not given permission to upload images The settings say so, but it will continue to STOP uploading!!!",PD
This app is terrible in my experience. It takes ages to load and search and filter options either fail completely or partially. I have returned to the TripAdvisor website via my browser.,PD
Files not marked with stars occupied more than 600 MB and I have no way to reduce them as they consume my entire ipad space.,PD
Cannot open any saved files,PD
"This app used to be flawless! But after recent updates, I'm having trouble uploading things. I choose a few of my photos to back them up, and the app crashes, uploading only a few and not all major fools!",PD
"Great app, but I wish I could move pins from one board to another, in bulk rather than individually. If I'm editing my boards, it takes too long to move pin after pin.",PD
Be good until I can't open any more office documents,PD
"The white app icon is so ghastly, I hide it in a new folder that I call it ""Ugly Apps."" It's joined by photos and iBooks. Some other Apple bloat-ware apps like Game Center, Newsstand and Passbook could also be added, but they'll stay in my ""Crap!"" folder instead.",PD
So frustrated. Unresponsive or sluggish. Can't change the city I want to rent from. I give up.,PD
"Search engine not complete Search for vacation rentals in Healdsburg, CA I have friends there and know there are more than 16 B & Amp. Also, no results for vacation rentals in Valley Love Trip Advisor and I often use it on my computer, but this app does not provide you with proper search options",PD
"FareStill having problems, I got foreclosed on like 20 times last night and still can't change my password or access my boards, it's like that my Pinterest has been compiled!) - Please fix this problem so I can enjoy my Pinning Thx Pinterest again!",PD
"Good app, but the use of activity points does not work. Does not appear when the Add button is selected. Fix this. Otherwise no problem.",PD
"The only thing that's good for is starting documents. When you try to upload your documents from Google documents, the document is just gray.",PD
"It was cool until the last update where I can't upload from my iPhone now. It starts uploading, the progress bar indicates that it works, then when the radionics is running, the progress bar just starts over and over again, over and over again.",PD
App has not worked for a month. That shows no effort in trying to fix this. They all failed.,PD
Why run at startup?? Obtain unnecessary permissions Also I do not want the app to run at startup! I would rather uninstall this,PD
"I've always found Dropbox to be a bit faulty, but it's gotten worse since I upgraded to iOS 7. When I download zip files or web pages and open the files, the screen is blank, blackened, or a blurry enlarged image of the icon (from Facebook, Google, or other icons related to the page that the zip file or web page came from when I was a teacher), I rely on online & amp offline access to do research for my work as a teacher, and I need to write notes & amp as zip files to save space.",PD
"Hi Fox, would you help me with my Fox News app, it's as ""frozen"" as ice. I can't even write you except through this review. This is the first time it's happened to me at Fox, so I'm leaving 4 stars;) TY in advance!! I'm on an iPod 4 with wifi.",PD
"Since they have made a new update, almost all of my JPEG files take too much time to open or not even to open, I need to save the file to see the photo on my iPhone. How can I have the old version?????",PD
With the latest update you can no longer download ePub files to iBooks The download option is grayed out Looks like I'm switching to Google Docs or something else,PD
"I had this program for 2 months, had a lot of very important information inside, picturesque notes, etc. Suddenly, while I was using it, it broke on me and when I came back in, everything was gone! I use an IPad 2 with a lot of memory, had no other programs that even suggested a conflict! DO NOT USE THIS IF YOU TRUST IMPORTANT IMPORTANT DOCUMENT information, I am very computer savvy This program is fraught with problems, even if you continue to download all the 'fixes' there.",PD
"I tried it this morning before I showed it to my daughter and it crashes 3 seconds after I tried to open it. Unfortunately, I didn't read the reviews before I bought it because it sounds like it would happen to anyone. I want my money back.",PD
Full stars on full downloadNot downloaded correctly even though full network surplus,PD
"Needs update.War Fun & Challenging. Needs an update urgently. Paid for the allied levels SEPTEMBER 1 and still no new levels - when is ""soon""?? No new levels of the week. No updates. It used to be a popular...",PD
"Keep up the good work, but uploading the camera won't work for me anymore. No matter what I change, no photos or videos will be uploaded.",PD
I have updated the Dropbox app on my iPad and cannot view any of my PDF files. Was the view no problem before the update?,PD
"The game is very good, the graphics are great, I loved it. The app is really smooth. I just wish the upgrades were permanent and the customization would be more like the original, most wanted and free roam feature. The rest is perfect.",PD
"I really need to know how far a restaurant is from my current location, so I don't have to take a taxi from the hotel or fight the traffic. I want to know what's near me. Too bad it has what it takes to make a great app!!!",PD
"Agree with the recent reviewers - this update has completely ruined this great app for the iPhone on IOS7. Doesn't work on all openings, then freezes completely and can't even open my notes or create new ones.",PD
I love this app... When it works!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,PD
"I downloaded this app so I could load my physical card and take advantage of the $10 free offer, but the app does not open. I restarted my phone and deleted and reinstalled the app.",PD
His problem is that he can't keep his last online status,PD
"Seriously? I keep trying to get to one of my files, but the app keeps crashing for some reason. Otherwise, fix this, you're doing an average job!",PD
Ok appIt does not update for a long time I have tried a lot But it has gud to connect wid ur frnds,PD
"I love this app It helps me a lot when I'm traveling, but one thing makes me angry is that when I click to see the photos, it only shows 1 image and I get stuck, I have to delete the app and download it again??????",PD
Then you have to go back to the search and zoom in from a global perspective.,PD
The only problem I had was one of the supplied sources that crashed the program.,PD
You need to improve the Hebrew editing.,PD
"I love the app, but I can't access or save my recipes stored online. It keeps saying they're working on it. I wish I hadn't bought it!",PD
I was not able to use the app because it keeps crashing! What a pain!,PD
"I used the app, which seemed great, until I noticed that it appeared on my fb page even though I had unsubscribed. Deleted app because it no longer gives you the option in hindsight",PD
Please fix this idk it uninstalls in my phone automatically and i ha e to download it again n,PD
"Places on maps are incredibly inaccurate Sometimes it's just a few blocks wrong, or maybe a mislabeled street, but I see much worse places outside of San Miguel de Allende within downtown. Do you want to play golf? Come to the Historic Centro, where it's mapped but doesn't exist. The funniest accuracy is the pyramid, which is said to be a few blocks from my rental home. The related problem is the ""Near Me"" feature. Initially, the app couldn't find me. Instead, it thought I was in a city in two hours and showed me sights for that city. As I dragged the map into the city I'm in was more map craziness, but worse. The few places that were accurately mapped were now moved within a block or two of my house. Finally, the new version is less functional than the previous version. And it's much less functional than the site Bottom line, as I delete, at least until this version is resolved, I'm definitely having map problems.",PD
"This app is not so great that it doesn't play Flash videos at first. It's terrible, it keeps coming up that my connection is bad when I have full bars that are slow and crash.",PD
I have problems moving my files,PD
"horrible appI uploaded HUNDREDS of photos, but app couldn't upload them alllost hundreds of precious memories of concerts, times with friends, etc. I SHOULD have to rely on this app I had NO backup for these photos and deleted them when they said they were done now they are gone, I can't access them",PD
"No notes that show up All notebooks are there, but they are all empty Boo",PD
"I love pintrest Super funny ideas and the app works best when time sometimes reels, but not very often",PD
"I'm on a shitty hotel wifi going in and out. I've been trying to download a 1GB file for over 2 days, but for some reason Dropbox hasn't given favored downloads the ability to continue downloading and instead start over every time it fails. It's almost 2014 We have the technology to repeat ONE DOWNLOAD, what's the problem here?",PD
"The notes, bullet points, spacing, and numbering all fail when I transfer them to Word and other systems, resulting in formatting problems that take longer than just starting over and typing in notes. I also notice that the left column flickers and the program crashes on every other use. Approximately one in four synchronization issues an error message. Apart from that, I like to call up notes on my phone, iPad, and desktop (almost) whenever I want. If this problematic version is to get me to choose another version, it is not the case. If this version were more solid, I would be tempted to buy the upgrade.",PD
I can't open it on my iPad 3 Help! Crash! Crash! Crash! Crash! Crash!,PD
"It's Awesome Recently, however, it lapses to receive the message Has not received any notification until you open the app",PD
"Okay, Evernote, I hope you're listening, you had a great idea, but ""Note"" shouldn't be in your name Call it Eversomething Text formatting makes it virtually impossible to create a note with any form of rich text, bullets, numbered lists, indentations, etc. Maybe the underlying code base or architecture makes it difficult to create rich text with proper formatting, I don't know, but until this is fixed, it's not useful And man, I've really tried to like Evernote Synchronization capability across so many platforms has been great, but I need to go back to OneNote now Who knows if you're reading this But I really wish you would understand this tremendous weakness in your product And I've googled a lot to know that I'm not the only one who wants better text functionality Please fix I really want a real Evernote!",PD
"This could be a great app if it was predictable, but it is buggy and unpredictable. If you are able to check in, take a screenshot of your boarding pass or print a backup copy because you may not be able to access it when you need it most.",PD
Until the last update Please fix,PD
The app allows me to manage my trip directly on my phone Perfectly handy But the performance is not smooth at all The app needs to fix random crashes and faulty performance,PD
"Need to improve the functionality of this app Can't vote reviews helpfulCan't read your own posts or see badgesHave to scroll through all the pictures to get to the end Would be nice if you could skip to the oldest latest pictures without having to scroll through each one Back button needs to work, otherwise good for the basics!",PD
"In an earlier version, when the user viewed images and suspended the app, he would leave them where they were when the app restarted. Now, the app is completely refreshed on startup, which can be annoying at times. Also, swiping through the images is more cumbersome, as it only responds to the top half of the screen, rather than the entire screen.",PD
"It used to be my most used app, but now it's a problem to find hotels when I'm looking for a geographical location. I now have to enter numerous cities and do numerous searches to find what I'm looking for.",PD
"This is not a review of the Dropbox service (which is great), but of this app, which can use many improvements. Most frustrating of all is that it only displays about a dozen characters in a filename. As I have thousands of files, some of which have long and descriptive names, it is impossible to find what I am looking for, unless I download the files one at a time to the iPad. There is no way to shrink the file list to make more of the files visible. Why not?",PD
"WtfI was happy to pin away when I got an msg telling me that I had reached my pin limit Wtf? Look, if we're going to have limits on what I can pin then I'm going to delete this app and my account That's just stupid Plz fix I love Pinterest but if I can't get the same quality of service I used to, what's the point?",PD
Plz more backgrounds and frames,PD
"ok seriously, this app would be great if the timing adjustments weren't so erratic. I've done the same exact video a million times and it always comes out with an extra 2 seconds here or a little bit shorter and throws out all the video / audio synchronization.",PD
"The last update downloaded, and now my app is gone, and the App Store no longer lets me download it.",PD
"Sometime last month Dropbox stopped syncing The newest files on my phone are all 1 month old, but there are many more current files that I have loaded into the Dropbox desktop folder to sync the help!",PD
"It's an amazing app and I love its features, except for one little problem. The GPS feature is a bit away, I'm at home and if I want to make a quick note, it gives me the wrong address. It would be great if this could be fixed.",PD
"It's great when it works, the app separates frequently.",PD
"My iPad air and my iPhone 4 on iOS 7 still don't open page documents, all they show is the document name and size",PD
"I'm totally addicted to it, this is my only app I've had a tiny problem with in such a long time, it freezes, but only once in the blue moon, so it doesn't really bother me # 1 best app, I'm NO JOKE on level 101!!!!!!!",PD
"It may sound like a broken record, but I really like your app when it can be downloaded, but it can't now. I hate having to type that, but it needs to be fixed.",PD
"The offline option always worked great. Don't expect this map to tell you distances from place to place, it won't work, but once you're in a city, if you want to get around, it's hard to beat.",PD
"It used to be a good application with the ability to search and filter for reviews and proximity in cities you have not yet reached, but these features have been replaced by features that focus on marketing hotel concentrations. Do not use this application to buy a good travel guide instead.",PD
"Update, the performance of EN has improved considerably since my last review (from 2 to 3 stars), but the app remains pretty flawed. It constantly reports synchronization errors, freezes for a moment between all actions, crashes here and there, and the search function sometimes doesn't find keywords. I'm borderline and thinking about going premium, but also have an eye for alternatives. Note: Some of my problems might be related to some incompatibility of iPad2 with iOS7Previous review. After several months of daily use and building up about 1K of pretty intense notes, I was about to make a serious long-term commitment to EN - but I had to seriously reconsider this after the problems with the latest upgrade. The problems I experienced are not as severe as what others report, mine were mostly with the iPad 2 version, while the desktop version w MacBook Air continues to work.",PD
"Older versions of this app allowed me to preview Word, Excel and pdf documents while the preview window was still in place. It only tells me the file name and size and does NOT show the contents in a completely useless way.",PD
Cannot simply split the composition due to the file type.,PD
"First of all, let me say that it looks great... if I could manage to get up for more than 5 seconds... then HOLD it! The concept is wonderful and the app seems to be beautifully made from the point of view of the user interface, but it is very unstable. Big disappointment as I use this for my doctoral thesis, big failure in the categories of mobility and comfort... 0 out of 10 for usefulness.",PD
New update gives no details about changes Now the app no longer works Just a black screen with a gray bar at the bottom,PD
